tc0280,"DANCOURT, Florent CARTON dit","L'IMPROMPTU DE GARNISON, COMÉDIE.",n.av.,1692,Comédie,moeurs françaises,Cinq actes,prose,DANCOURT_IMPROMPTUDEGARNISON
tc0281,"DANCOURT, Florent CARTON dit","L'IMPROMPTU DE LIVRY, COMÉDIE-BALLET",n.av.,1705,Comédie-ballet,bergerie,Un acte,mixte,DANCOURT_IMPROMPTUDELIVRY
tc0282,"DANCOURT, Florent CARTON dit","L'IMPROMPTU DE SURESNES, COMÉDIE.",n.av.,1713,Comédie-ballet,moeurs françaises,"Un acte, un prologue",mixte,DANCOURT_IMPROMPTUSURESNES
tc0283,"DANCOURT, Florent CARTON dit","NOUVEAU PROLOGUE, ET NOUVEAUX DIVERTISSEMENTS POUR LA COMÉDIE DE L'INCONNU.",n.av.,1697,Comédie,moeurs françaises,Un acte,prose,DANCOURT_INCONNU
tc0284,"DANCOURT, Florent CARTON dit","LA LOTERIE, COMÉDIE",n.av.,1697,Comédie,moeurs françaises,Un acte,prose,DANCOURT_LOTERIE
tc0285,"DANCOURT, Florent CARTON dit","MADAME ARTUS, COMÉDIE",n.av.,1707,Comédie,moeurs françaises,Cinq actes,vers,DANCOURT_MADAMEARTUS
tc0286,"DANCOURT, Florent CARTON dit","LA MAISON DE CAMPAGNE, COMÉDIE",n.av.,1697,Comédie,moeurs françaises,Un acte,prose,DANCOURT_MAISONDECAMPAGNE
tc0287,"DANCOURT, Florent Carton dit","LE MARI RETROUVÉ, COMÉDIE",1698,1698,Comédie,moeurs françaises,Un acte,prose,DANCOURT_MARIRETROUVE
tc0288,"DANCOURT, Florent CARTON dit","LA MÉTEMPSYCOSE DES AMOURS, COMÉDIE",n.av.,1718,Comédie,mythe grec,"Trois actes, un prologue",vers,DANCOURT_METEMPSYCHOSE
tc0289,"DANCOURT, Florent CARTON dit","LE MOULIN DE JAVELLE, COMÉDIE",n.av.,1692,Comédie,moeurs françaises,Cinq actes,prose,DANCOURT_MOULINDEJAVELLE
tc0290,"DANCOURT, Florent Carton dit","L'OPÉRA DE VILLAGE, COMÉDIE.",1699,1693,Comédie,moeurs françaises,Un acte,prose,DANCOURT_OPERADEVILLAGE
tc0291,"DANCOURT, Florent Carton dit","L'OPÉRATEUR BARRY, COMÉDIE",1699,1702,Comédie,moeurs françaises,"Un acte, un prologue",prose,DANCOURT_OPERATEURBARRY
tc0292,"DANCOURT, Florent CARTON dit","LA PARISIENNE, COMÉDIE",n.av.,1691,Comédie,moeurs françaises,Un acte,prose,DANCOURT_PARISIENNE
tc0293,"DANCOURT, Florent CARTON dit","LE PRIX DE L'ARQUEBUSE, COMÉDIE.",n.av.,1717,Comédie,moeurs françaises,Un acte,mixte,DANCOURT_PRIXARQUEBUSE
tc0294,"DANCOURT, Florent CARTON dit","RENAUD ET ARMIDE, COMÉDIE",n.av.,1692,Comédie,moeurs françaises,Cinq actes,mixte,DANCOURT_RENAUDARMIDE
tc0295,"DANCOURT, Florent CARTON dit","LE RETOUR DES OFFICIERS, COMÉDIE",n.av.,1697,Comédie,moeurs françaises,Un acte,prose,DANCOURT_RETOURDESOFFICIERS
tc0296,"DANCOURT, Florent CARTON dit","SANCHO PANÇA, GOUVERNEUR, COMÉDIE",n.av.,1712,Comédie,moeurs françaises,Cinq actes,vers,DANCOURT_SANCHO
tc0297,"DANCOURT, Florent CARTON dit","LA TRAHISON PUNIE, COMÉDIE",n.av.,1707,Comédie,moeurs espagnoles,Cinq actes,vers,DANCOURT_TRAHISONPUNIE
tc0298,"DANCOURT, Florent CARTON dit","LE TUTEUR, COMÉDIE",n.av.,1694,Comédie,moeurs françaises,Un acte,prose,DANCOURT_TUTEUR
tc0299,"DANCOURT, Florent Carton dit","LES VACANCES, COMÉDIE",1699,1697,Comédie,moeurs françaises,Un acte,prose,DANCOURT_VACANCES
tc0300,"DANCOURT, Florent CARTON dit","LES VENDANGES, COMÉDIE",n.av.,1694,Comédie,moeurs françaises,Un acte,mixte,DANCOURT_VENDANGES
tc0301,"DANCOURT, Florent CARTON dit","LES VENDANGES DE SURESNES, COMÉDIE",n.av.,1695,Comédie,moeurs françaises,Un acte,mixte,DANCOURT_VENDANGESDESURESNES
tc0302,"DANCOURT, Florent CARTON dit","LE VERT-GALANT, COMÉDIE",n.av.,1699,Comédie,moeurs françaises,Un acte,prose,DANCOURT_VERTGALANT
tc0303,"DELAVIGNE, Casimir","LES COMÉDIENS, COMÉDIE",n.av.,1820,Comédie,moeurs françaises,Cinq actes,vers,DELAVIGNE_COMEDIENS
tc0304,"DELAVIGNE, Casimir","UNE FAMILLE AU TEMPS DE LUTHER, TRAGÉDIE",n.av.,1877,Tragédie,moeurs françaises,Cinq actes,vers,DELAVIGNE_FAMILLETEMPSLUTHER
tc0305,"DESFONTAINES, Nicolas-Marie dit",EURIMÉDON OU L'ILLUSTRE PIRATE. TRAGI-COMÉDIE.,n.av.,1637,Tragi-comédie,histoire grecque,Cinq actes,vers,DESFONTAINES_EURIMEDON
tc0306,"DESFONTAINES, Nicolas Marie dit","PERSIDE OU LA SUITE D'IBRAHIM BASSA, TRAGÉDIE.",n.av.,1644,Tragédie,histoire ottomane,Cinq actes,vers,DESFONTAINES_PERSIDE
tc0307,"DESFONTAINES, Nicolas-Marc","L'ILLUSTRE COMÉDIEN, ou LE MARTYRE DE SAINT-GENEST. TRAGÉDIE.",n.av.,1645,Tragédie,histoire romaine,Cinq actes,vers,DESFONTAINES_SAINTGENEST
tc0308,"DESFONTAINES, Nicolas Marie dit","LA VÉRITABLE SÉMIRAMIS, TRAGÉDIE.",n.av.,1647,Tragédie,histoire balylonienne,Cinq actes,vers,DESFONTAINES_VERITABLESEMIRAMIS
tc0309,"DESHOULIÈRES, Antoinette du Ligier de la Garde","GENSERIC, TRAGÉDIE",n.av.,1680,Tragédie,histoire romaine,Cinq actes,vers,DESHOULIERES_GENSERIC
tc0310,"DESHOULIÈRES, Antoinette du Ligier de la Garde",LA MORT DE COCHON,n.av.,1688,Tragédie,histoire française,Un acte,vers,DESHOULIERES_MORTDECOCHON
tc0311,"DESJARDINS, Marie-Catherine-Hortense","LE FAVORI, TRAGICOMÉDIE.",n.av.,1665,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,DESJARDINS_FAVORI
tc0312,"DESJARDINS, Marie-Catherine-Hortense de, Mademoisele de Villedieu","MANLIUS, TRAGÉDIE.",n.av.,1662,Tragi-comédie,histoire romaine,Cinq actes,vers,DESJARDINS_MANLIUS
tc0313,"DESMARETS de SAINT-SORLIN, Jean dit De Boisval","LES VISIONNAIRES, COMÉDIE.",1639,1639,Comédie,moeurs françaises,Cinq actes,vers,DESMARETS_VISIONNAIRES
tc0314,"DESPORTES, Claude-François","LA VEUVE COQUETTE, COMÉDIE",1721,1758,Comédie,moeurs françaises,Un acte,mixte,DESPORTES_VEUVECOQUETTE
tc0315,"DIDEROT, Denis","EST-IL BON, EST-IL MÉCHANT ? COMÉDIE.",n.av.,1781,Comédie,moeurs françaises,Quatre actes,prose,DIDEROT_ESTILBONESTILMECHANT
tc0316,"DIDEROT, Denis",LE FILS NATUREL ou Les ÉPREUVES DE LA VERTU.,1757,1757,Tragi-comédie,moeurs françaises,Cinq actes,prose,DIDEROT_FILSNATUREL
tc0317,"DIDEROT, Denis","LE PÈRE DE FAMILLE, COMÉDIE.",n.av.,1758,Comédie,moeurs françaises,Cinq actes,prose,DIDEROT_PEREDEFAMILLE
tc0318,"DISCRET, L.C.","LES NOCES DE VAUGIRARD, OU LES NAÏVETÉS CHAMPÊTRES, PASTORALE DÉDIÉE À CEUX QUI VEULENT RIRE.",n.av.,1688,Comédie,pastorale,Cinq actes,vers,DISCRET_NOCESDEVAUGIRARD
tc0319,"DONNEAU DE VISÉ, Jean","LES AMOURS D'ALCIPPE ET DE CÉPHISE, LA COCUE IMAGINAIRE, COMÉDIE",n.av.,1660,Comédie,moeurs françaises,Un acte,vers,DONNEAUDEVISE_COCUEIMAGINAIRE
tc0320,"DONNEAU DE VISÉ, Jean","LA VENGEANCE DES MARQUIS, COMÉDIE",n.av.,1664,Comédie,moeurs françaises,Un acte,prose,DONNEAUDEVISE_VENGEANCEDESMARQUIS
tc0321,"DONNEAU DE VISÉ, Jean","ZÉLINDE OU LA VÉRITABLE CRTIQUE DE L'ÉCOLE DES FEMMES OU LA CRITIQUE DE LA CRITIQUE, COMÉDIE",n.av.,1663,Comédie,moeurs françaises,Un acte,prose,DONNEAUDEVISE_ZELINDE
tc0322,"DORAT, Claude-Joseph","LE CÉLIBATAIRE, COMÉDIE EN CINQ ACTES ET EN VERS",1645,1776,Comédie,moours françaises,Cinq actes,vers,DORAT_CELIBATAIRE
tc0323,"DORAT, Claude-Joseph","RÉGULUS, TRAGÉDIE EN TROIS ACTES ET EN VERS.",n.av.,1765,Tragédie,histoire romaine,Trois actes,vers,DORAT_REGULUS
tc0324,"DORIMOND, Nicolas Drouin dit","LES AMOURS DE TRAPOLIN, COMÉDIE",n.av.,1662,Comédie,moeurs françaises,Un acte,vers,DORIMOND_AMOURSDETRAPOLIN
tc0325,"DORIMOND, Nicolas Drouin dit","LA COMÉDIE DE LA COMÉDIE, COMÉDIE",n.av.,1662,Comédie,moeurs françaises,Un acte,vers,DORIMOND_COMEDIEDELACOMEDIE
tc0326,"DORIMOND, Nicolas Drouin dit","L'ÉCOLE DES COCUS ou LA PRÉCAUTION INUTILE, COMÉDIE",n.av.,1661,Comédie,moeurs françaises,Un acte,mixte,DORIMOND_ECOLEDESCOCUS
tc0327,"DORIMOND, Nicolas Drouin dit","LA FEMME INDUSTRIEUSE, COMÉDIE",n.av.,1661,Comédie,moeurs françaises,Un acte,vers,DORIMOND_FEMMEINDUSTRIEUSE
tc0328,"DORNEVAL, Jacques-Philippe d'ORNEVAL dit","LE JUGEMENT DE PÂRIS, COMÉDIE.",n.av.,1718,Prologue,moeurs françaises,Un acte,mixte,DORNEVAL_JUGEMENTDEPARIS
tc0329,"DORNEVAL, Jacques-Philippe d'ORNEVAL dit","LES AMOURS DE NANTERRE, COMÈDIE.",n.av.,1763,opéra comique,moeurs françaises,Un acte,mixte,DORNEVALLESAGE_AMOURSDENANTERRE
tc0330,"DORNEVAL, LESAGE","LES COUPLETS EN PROCÈS, PROLOGUE.",n.av.,1730,Prologue,moeurs françaises,Un acte,mixte,DORNEVALLESAGE_COUPLETSENPROCES
tc0331,"DORNEVAL, LESAGE","L'OPÉRA COMIQUE ASSIÉGÉ, COMÉDIE.",n.av.,1730,Opéra comique,moeurs françaises,Un acte,mixte,DORNEVALLESAGE_OPERACOMIQUE
tc0332,"DORNEVAL, Jacques-Philippe d'ORNEVAL dit","LA REINE DU BAROSTAN, COMÉDIE.",n.av.,1730,Opéra comique,moeurs étrangères,Un acte,mixte,DORNEVALLESAGE_REINEDEBAROSTAN
tc0333,"GAZON-DORUXIGNÉ, Sébastien-Marie-Mathurin",ALZATE ou LE LE PRÉJUGÉ DÉTRUIT,n.av.,1752,Pièce,moeurs françaises,Un acte,vers ,DORUXIGNE_ALZATE
tc0334,"DU BOSC de MONTANDRE, Claude","LA BALANCE D'ÉTAT, TRAGI-COMÉDIE.",1652,1652,Tragi-comédie,histoire française,Cinq actes,vers,DUBOSC_BALANCEDETAT
tc0335,"DUCHE de VANCY, Jospeh-François","ABSALON, TRAGÉDIE",1702,1702,Tragédie,bible,Cinq actes,vers,DUCHE_ABSALON
tc0336,"DUFRESNY, Charles","LES ADIEUX DES OFFICIERS, OU VÉNUS JUSTIFIÉE, COMÉDIE EN TROIS ACTES.",n.av.,1693,Comédie,moeurs françaises,Un acte,mixte,DUFRESNY_ADIEUXDESOFFICIERS
tc0337,"DUFRESNY, Charles","LE CHEVALIER JOUEUR, COMÉDIE EN CINQ ACTES, AVEC UN PROLOGUE. ",n.av.,1697,Comédie,moeurs françaises,"Cinq actes, un prologue",prose,DUFRESNY_CHEVALIERJOUEUR
tc0338,"DUFRESNY, Charles","LA COQUETTE DE VILLAGE OU LE LOT SUPPOSÉ, COMÉDIE EN TROIS ACTES.",n.av.,1715,Comédie,moeurs françaises,Trois actes,vers,DUFRESNY_COQUETTEDUVILLAGE
tc0339,"DUFRESNY, Charles","LE DÉDIT, COMÉDIE.",n.av.,1719,Comédie,moeurs françaises,Un acte,vers,DUFRESNY_DEDIT
tc0340,"DUFRESNY, Charles","LE DÉPART DES COMÉDIENS, COMÉDIE.",n.av.,1694,Comédie,moeurs françaises,Un acte,mixte,DUFRESNY_DEPARTDESCOMEDIENS
tc0341,"DUFRESNY, Charles","LE DOUBLE VEUVAGE, COMÉDIE EN TROIS ACTES.",n.av.,1699,Comédie,moeurs françaises,"Trois actes, un prologue",prose,DUFRESNY_DOUBLEVEUVAGE
tc0342,"DU FRESNY, Charles Rivière","L'ESPRIT DE CONTRADICTION, COMÉDIE",1700,1700,Comédie,moeurs françaises,Un acte,prose,DUFRESNY_ESPRITDECONTRADICTION
tc0343,"DUFRESNY, Charles","LE FAUX HONNÊTE HOMME, COMÉDIE EN TROIS ACTES.",n.av.,1703,Comédie,moeurs françaises,Trois actes,prose,DUFRESNY_FAUXHONNETEHOMME
tc0344,"DU FRESNY, Charles Rivière","LE FAUX INSTINCT, COMÉDIE",1707,1707,Comédie,moeurs françaises,Cinq actes,prose,DUFRESNY_FAUXINSTINCT
tc0345,"DUFRESNY, Charles","LE FAUX SINCÈRE, COMÉDIE.",n.av.,1731,Comédie,moeurs françaises,Cinq actes,vers,DUFRESNY_FAUXSINCERE
tc0346,"DUFRESNY, Charles Rivière","LE JALOUX HONTEUX, COMÉDIE",1699,1708,Comédie,moeurs françaises,Cinq actes,prose,DUFRESNY_JALOUXHONTEUX
tc0347,"DUFRESNY, Charles Rivière","LA JOUEUSE, COMÉDIE",1699,1699,Comédie,moeurs françaises,Cinq actes,prose,DUFRESNY_JOUEUSE
tc0348,"DU FRESNY, Charles Rivière","LA MALADE SANS MALADIE, COMÉDIE",1699,1699,Comédie,moeurs françaises,Cinq actes,prose,DUFRESNY_MALADESANSMALADIE
tc0349,"DUFRESNY, Charles","LES MAL-ASSORTIS, COMÉDIE EN DEUX ACTES.",n.av.,1693,Comédie,moeurs françaises,Deux actes,mixte,DUFRESNY_MALASSORTIS
tc0350,"DUFRESNY, Charles","LE MARIAGE FAIT ET ROMPU, COMÉDIE",n.av.,1721,Comédie,moeurs françaises,Trois actes,vers,DUFRESNY_MARIAGEFAITETROMPU
tc0351,"DUFRESNY, Charles","LE NÉGLIGENT, COMÉDIE EN TROIS ACTES, AVEC UN PROLOGUE.",n.av.,1692,Comédie,moeurs françaises,"Trois actes, un prologue",prose,DUFRESNY_NEGLIGENT
tc0352,"DUFRESNY, Charles","LA NOCE INTERROMPUE, COMÉDIE UN ACTE.",n.av.,1699,Comédie,moeurs françaises,Un acte,prose,DUFRESNY_NOCEINTERROMPUE
tc0353,"DUFRESNY, Charles","LA RÉCONCILIATION NORMANDE, COMÉDIE.",n.av.,1719,Comédie,moeurs françaises,Cinq actes,vers,DUFRESNY_RECONCILIATIONNORMANDE
tc0354,REGNARD et DUFRESNY,"L'AUGMENTATION DE LA BAGUETTE, COMÉDIE EN UN ACTE",1693,1693,Comédie,moeurs françaises,Quatre actes,mixte,DUFRESNYREGNARD_AUGMENTATIONBAGUETTE
tc0355,REGNARD et DUFRESNY,"LA BAGUETTE DE VULCAIN, COMÉDIE EN UN ACTE",1692,1693,Comédie,moeurs françaises,Quatre actes,mixte,DUFRESNYREGNARD_BAGUETTEVULCAIN
tc0356,"REGNARD, Jean-François","LES CHINOIS, COMÉDIE EN QUATRE ACTES",1692,1692,Comédie,moeurs françaises,Quatre actes,mixte,DUFRESNYREGNARD_CHINOIS
tc0357,REGNARD et DUFRESNY,"LA NAISSANCE D'AMADIS, COMÉDIE EN UN ACTE",1692,1694,Comédie,moeurs françaises,Un acte,mixte,DUFRESNYREGNARD_NAISSANCEDAMADIS
tc0358,"REGNARD, Jean-François","LA SUITE DE LA FOIRE SAINT-GERMAIN, OU LES MOMIES D'ÉGYPTE, COMÉDIE",n.av.,1696,Comédie,moeurs françaises,Un acte,mixte,DUFRESNYREGNARD_SUITEFOIRESAINTGERMAIN
tc0359,"DUGAZON,  Henri Jean-Henri Gourgaud dit","LE MODÉRÉ, COMÉDIE EN UN ACTE ET EN VERS",n.av.,1793,Comédie,moeurs françaises,Un acte,vers,DUGAZON_MODERE
tc0360,"DUMANIANT, Antoine-Jean Bourlin dit","LE DRAGON DE THIONVILE, FAIT HISTORIQUE EN UN ACTE, ET EN PROSE",n.av.,1786,Fait historique,moeurs françaises,Un acte,prose,DUMANIANT_DRAGONDETHIONVILLE
tc0361,"CORNEILLE, Pierre","MONSIEUR DE BIEVRE, OU L'ABUS DE L'ESPRIT, CALEMBOURG, EN UN ACTE ET EN VAUDEVILLE",n.av.,1798,Comédie,moeurs françaises,Un acte,mixte,DUPATY-LUCE-SALVERTE_BIEVRE
tc0362,"DUPATY, Emmanuel","ARLEQUIN TOUT SEUL, COMÉDIE-MONOLOGUE",n.av.,1798,Comédie,moeurs françaises,Un acte,mixte,DUPATY_ARLEQUINTOUTSEUL
tc0363,"FERIOL DE PONT-DE-VEYLE, Antoine de","LE SOMNAMBULE, COMÉDIE.",n.av.,1739,Comédie,moeurs françaises,Un acte,prose,DUPONTDEVEYLE_SOMNANBULE
tc0364,"DURANT, Catherine","À BON CHAT BON RAT, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_ABONCHATBONRAT
tc0365,"DURANT, Catherine","À LAVER LA TÊTE D'ÂNE ON Y PERD SA LESSIVE, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_ALAVERLATETE
tc0366,"DURANT, Catherine","BONNE RENOMÉE VAUT MIEUX QUE CEINTUR DORÉE, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_BONNERENOMMEE
tc0367,"DURANT, Catherine","LES JOURS SE SUIVENT ET NE SE RESSEMBLENT PAS, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Trois actes,prose,DURANT_JOURSSESUIVENT
tc0368,"DURANT, Catherine","OISIVITÉ EST MÈRE DE TOUS LES VICES, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_OISIVETE
tc0369,"DURANT, Catherine","ON NE CONNAIT PAS LE VIN AU CERCLE, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_ONNECONNAITPASLEVIN
tc0370,"DURANT, Catherine","POUR UN PLAISIR MILLE DOULEURS, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_POURUNPLAISIRMILLEDOULEURS
tc0371,"DURANT, Catherine","QUI COURT DEUX LIÈVRES N'EN PREND POINT, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_QUICOURTDEUXLIEVRES
tc0372,"DURANT, Catherine","TEL MAÎTRE, TEL VALET, PROVERBE.",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_TELMAITRETELVALET
tc0373,"DURANT, Catherine","VOYAGE DE CAMPAGNE, PROVERBE",n.av.,1699,Proverbe,moeurs françaises,Un acte,prose,DURANT_VOYAGEDECAMPAGNE
tc0374,"DU RYER, Pierre","ALCIMÉDON, TRAGI-COMÉDIE",1636,1636,Tragi-comédie,mythe grec,Cinq actes,vers,DURYER_ALCIMEDON
tc0375,"DU RYER, Pierre","ALCIONÉE ou LE COMBAT de L'HONNEUR et de L'AMOUR, TRAGÉDIE",1640,1640,Tragédie,mythe grec,Cinq actes,vers,DURYER_ALCIONEE
tc0376,"DU RYER, Pierre",ANAXANDRE. TRAGI-COMÉDIE.,1655,1655,Tragi-comédie,mythe grec,Cinq actes,vers,DURYER_ANAXANDRE
tc0377,"DU RYER, Pierre","ARGENIS ET POLIARQUE ou THÉOCRINE, TRAGI-COMÉDIE",1630,1630,Tragi-comédie,mythe grec,Cinq actes,vers,DURYER_ARGENISPOLIARQUE
tc0378,"DU RYER, Pierre","BÉRÉNICE, TRAGI-COMÉDIE EN PROSE.",1642,1635,Tragi-comédie,moeurs antiques,Cinq actes,prose,DURYER_BERENICE
tc0379,"DU RYER, Pierre","CLÉOMÉDON, TRAGI-COMÉDIE.",1644,1636,Tragi-comédie,Astrée,Cinq actes,vers,DURYER_CLEOMEDON
tc0380,"DU RYER, Pierre","DYNAMIS, REINE DE CARIE. TRAGI-COMÉDIE",1653,1653,Tragi-comédie,moeurs françaises,Cinq actes,vers,DURYER_DYNAMIS
tc0381,"DU RYER, Pierre","ESTHER, TRAGÉDIE.",1644,1644,Tragédie,bible,Cinq actes,vers,DURYER_ESTHER
tc0382,"DU RYER, Pierre","LISANDRE et CALISTE, TRAGI-COMÉDIE",1632,1632,Tragi-comédie,moeurs françaises,Cinq actes,vers,DURYER_LISANDRECALISTE
tc0383,"DU RYER, Pierre",LUCRÈCE. TRAGÉDIE,1638,1638,Tragédie,histoire romaine,Cinq actes,vers,DURYER_LUCRECE
tc0384,"DU RYER, Pierre","NITOCRIS, REINE DE BABYLONE. TRAGI-COMÉDIE",1650,1650,Tragi-comédie,histoire romaine,Cinq actes,vers,DURYER_NITOCRIS
tc0385,"DU RYER, Pierre","SAÜL, TRAGÉDIE.",1642,1642,Tragédie,bible,Cinq actes,vers,DURYER_SAUL
tc0386,"DU RYER, Pierre","SCÉVOLE, TRAGÉDIE.",1647,1647,Tragédie,histoire romaine,Cinq actes,vers,DURYER_SCEVOLE
tc0387,"DU RYER, Pierre","THÉMISTOCLE, TRAGÉDIE.",1647,1648,Tragédie,histoire grecque,Cinq actes,vers,DURYER_THEMISTOCLE
tc0388,"DU RYER, Pierre","LES VENDANGES DE SURESNES, COMÉDIE",1636,1636,Comédie,moeurs françaises,Cinq actes,vers,DURYER_VENDANGESDESURESNES
tc0389,"FABRE D'EGLANTINE, Jean-François-Nazaire Fabre dit","LE PHILINTE DE MOLIÈRE, COMÉDIE EN CINQ ACTES, EN VERS.",n.av.,1790,Comédie,moeurs françaises,Quatre actes,vers,FABREDEGLANTINE_PHILINTEDEMOLIERE
tc0390,"FAVART, Charles-Simon","L'ANGLAIS À BORDEAUX, COMÉDIE.",n.av.,1743,Comédie,moeurs françaises,Un acte,vers,FAVART_ANGLAISDEBORDEAUX
tc0391,"FLORIAN, Jean Pierre Claris de","LE BON MÉNAGE, COMÉDIE",n.av.,1788,Comédie,moeurs françaises,Un acte,prose,FLORIAN_BONMENAGE
tc0392,"FLORIAN, Jean Pierre Claris de","LE BON PÈRE, COMÉDIE",n.av.,1788,Comédie,moeurs françaises,Un acte,prose,FLORIAN_BONPERE
tc0393,"FLORIAN, Jean Pierre Claris de","LES DEUX BILLETS, COMÉDIE",n.av.,1779,Comédie,moeurs françaises,Un acte,prose,FLORIAN_DEUXBILLETS
tc0394,"FLORIAN, Jean Pierre Claris de","HÉRO ET LÉANDRE, MONOLOGUE LYRIQUE",n.av.,1788,Monologue lyrique,mythe grec,Un acte,prose,FLORIAN_HEROLEANDRE
tc0395,"FLORIAN, Jean Pierre Claris de","LES JUMEAUX DE BERGAME, COMÉDIE",n.av.,1782,Comédie,moeurs françaises,Un acte,prose,FLORIAN_JUMEAUXDEBERGAME
tc0396,"FOLARD, Melchior de","THÉMISTOCLE, TRAGÉDIE ",n.av.,1729,Tragédie,histoire grecque,Cinq actes,vers,FOLARD_THEMISTOCLE
tc0397,"FONTENELLE, Bernard le Bouvier ou le Bouyer de","ENDYMION, PASTORALE HÉROÏQUE",n.av.,1731,Pastorale héroïque,mythe grec,Cinq actes,vers,FONTENELLE_ENDYMION
tc0398,"FUZELIER, Louis","L'ENFER GALANT, PARODIE",n.av.,1729,Parodie,mythe grec,Un acte,mixte,FUZELIER_ENFERGALANT
tc0399,"FUZELIER, Louis","ORPHÉE, OU ARLEQUIN AUX ENFERS, DIVERTISSEMENT.",n.av.,1711,Divertissement,moeurs françaises,Un acte,vers,FUZELIER_ORPHEE
tc0400,"FUZELIER, Louis","SCARAMOUCHE PÉDANT, DIVERTISSEMENT.",n.av.,1711,Divertissement,moeurs françaises,Un acte,vers,FUZELIER_SCARAMOUCHEPEDANT
tc0401,"FUZELIER, Louis et LEGRAND, Marc-Antoine","LES ANIMAUX RAISONNABLES, OPÉRA COMIQUE",n.av.,1718,Opéra comique,moeurs françaises,Un acte,mixte,FUZELIERLEGRAND_ANIMAUXRAISONNABLES
tc0402,"FUZELIER, Louis et 	LESAGE, Alain-René","LE TABLEAU DU MARIAGE, COMÉDIE",n.av.,1712,Opéra comique,moeurs françaises,Un acte,mixte,FUZELIERLESAGE_TABLEAUDUMARIAGE
tc0403,"GENEST, Claude-Charles","PÉNÉLOPE, TRAGÉDIE EN CINQ ACTES.",n.av.,1684,Tragédie,mythe grec,Cinq actes,vers,GENEST_PENELOPE
tc0404,"GILBERT, Gabriel","RODOGUNE, TRAGI-COMÉDIE.",1732,1646,Tragi-comédie,histoire antique,Cinq actes,vers,GILBERT_RODOGUNE
tc0405,"GILBERT, Gabriel","TÉLÉPHONTE, TRAGI-COMÉDIE.",1732,1662,Tragi-comédie,histoire antique,Cinq actes,vers,GILBERT_TELEPHONTE
tc0406,GILLET DE LA TESSONERIE,"LE CAMPAGNARD, COMÉDIE EN CINQ ACTES",n.av.,1657,Comédie,moeurs françaises,Cinq actes,vers,GILLET_CAMPAGNARD
tc0407,GILLET DE LA TESSONERIE,"LE DÉNIAISÉ, COMÉDIE",n.av.,1647,Comédie,moeurs françaises,Cinq actes,vers,GILLET_DENIAISE
tc0408,"REGNARD, Jean-François","LE MARCHAND RIDICULE, COMÉDIE",n.av.,1695,Comédie,moeurs françaises,Un acte,prose,GILLOTREGNARD_MARCHANDRIDICULE
tc0409,"GOUGES, Olympe de Gouges","L'ESCLAVAGE DES NOIRS, OU L'HEUREUX NAUFRAGE, DRAME",1792,1792,Drame,moeurs françaises,Trois actes,prose,GOUGES_EXCLAVAGEDESNOIRS
tc0410,"GOUGES, Olympe de Gouges","MOLIÈRE CHEZ NINON OU LE SIÈCLE DES GRANDS HOMMES, PIÈCE EPISODIQUE ",1792,1788,Pièce épisodique,moeurs françaises,Cinq actes,prose,GOUGES_MOLIERENINON
tc0411,"GOULARD, Jean-François-Thomas","AGIS, PARODIE d'AGIS.",n.av.,1782,Parodie,histoire grecque,Un actes,vers,GOULARD_AGIS
tc0412,"GOULLINET, M.","LES TROIS AVEUGLES, COMÉDIE",n.av.,1783,Comédie,moeurs françaises,Un acte,prose,GOULLINET_TROISAVEUGLES
tc0413,"GRESSET, Jean-Baptiste-Louis","ÉDOUARD III, TRAGÉDIE ",1673,1740,Tragédie,histoire anglaise,Cinq actes,vers,GRESSET_EDOUARDIII
tc0414,"GUDIN de la BRENELLERIE, Paul-Philippe","LOTHAIRE, ROI DE LORRAINE, TRAGÉDIE",n.av.,1759,Tragédie,histoire française,Cinq actes,vers,GUDIN_LOTHAIRE
tc0415,"GUERIN de BOUSCAL, Daniel","DON QUICHOTTE DE LA MANCHE, COMÉDIE.",n.av.,1639,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,GUERINDEBOUSCAL_DOMQUIXOTE
tc0416,"GUERIN de BOUSCAL, Daniel","DON QUICHOTTE DE LA MANCHE, COMÉDIE.",n.av.,1640,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,GUERINDEBOUSCAL_DOMQUIXOTE2
tc0417,"GUERIN de BOUSCAL, Daniel","LE FILS DÉSAVOUÉ, TRAGI-COMÉDIE.",n.av.,1642,Tragi-comédie,histoire romaine,Cinq actes,vers,GUERINDEBOUSCAL_FILSDESAVOUE
